2022-06-10-17_32_57  Epoch: 0, Training Step: 0, Loss: 17.375476837158203, Learning Rate: 5e-05
2022-06-11-20_37_37  Epoch: 30, Training Step: 2100, Loss: 0.9250368475914001, Learning Rate: 0.000125
2022-06-11-20_38_05  Epoch: 30, Training Step: 2200, Loss: 0.9602797031402588, Learning Rate: 0.000125
2022-06-11-20_38_31  Epoch: 30, Training Step: 2300, Loss: 0.9438354969024658, Learning Rate: 0.000125
2022-06-11-20_38_58  Epoch: 30, Training Step: 2400, Loss: 1.1423746347427368, Learning Rate: 0.000125
2022-06-11-20_39_26  Epoch: 30, Training Step: 2500, Loss: 0.7625436782836914, Learning Rate: 0.000125
2022-06-11-20_39_52  Epoch: 30, Training Step: 2600, Loss: 0.8983653783798218, Learning Rate: 0.000125
2022-06-11-20_40_19  Epoch: 30, Training Step: 2700, Loss: 0.91134113073349, Learning Rate: 0.000125
2022-06-11-20_40_46  Epoch: 30, Training Step: 2800, Loss: 0.9809200167655945, Learning Rate: 0.000125
2022-06-11-20_41_12  Epoch: 30, Training Step: 2900, Loss: 0.9574508666992188, Learning Rate: 0.000125
2022-06-11-20_41_39  Epoch: 30, Training Step: 3000, Loss: 0.8535436391830444, Learning Rate: 0.000125
2022-06-11-20_42_06  Epoch: 30, Training Step: 3100, Loss: 1.0011953115463257, Learning Rate: 0.000125
2022-06-11-20_42_32  Epoch: 30, Training Step: 3200, Loss: 1.1276286840438843, Learning Rate: 0.000125
2022-06-11-20_45_30  Epoch: 31, Training Step: 0, Loss: 0.852196216583252, Learning Rate: 0.000125
2022-06-11-20_45_57  Epoch: 31, Training Step: 100, Loss: 0.8983737230300903, Learning Rate: 0.000125
2022-06-11-20_46_24  Epoch: 31, Training Step: 200, Loss: 0.8708558082580566, Learning Rate: 0.000125
2022-06-11-20_46_51  Epoch: 31, Training Step: 300, Loss: 1.0040031671524048, Learning Rate: 0.000125
2022-06-11-20_47_17  Epoch: 31, Training Step: 400, Loss: 0.9753713011741638, Learning Rate: 0.000125
2022-06-11-20_47_44  Epoch: 31, Training Step: 500, Loss: 0.8344316482543945, Learning Rate: 0.000125
2022-06-11-20_48_10  Epoch: 31, Training Step: 600, Loss: 1.0117024183273315, Learning Rate: 0.000125
2022-06-11-20_48_37  Epoch: 31, Training Step: 700, Loss: 0.8631255626678467, Learning Rate: 0.000125
2022-06-11-20_49_04  Epoch: 31, Training Step: 800, Loss: 0.92943274974823, Learning Rate: 0.000125
2022-06-11-20_49_31  Epoch: 31, Training Step: 900, Loss: 1.139116883277893, Learning Rate: 0.000125
2022-06-11-20_49_59  Epoch: 31, Training Step: 1000, Loss: 1.0195748805999756, Learning Rate: 0.000125
2022-06-11-20_50_25  Epoch: 31, Training Step: 1100, Loss: 0.7847373485565186, Learning Rate: 0.000125
2022-06-11-20_50_52  Epoch: 31, Training Step: 1200, Loss: 1.1087708473205566, Learning Rate: 0.000125
2022-06-11-20_51_19  Epoch: 31, Training Step: 1300, Loss: 0.7511277198791504, Learning Rate: 0.000125
2022-06-11-20_51_46  Epoch: 31, Training Step: 1400, Loss: 1.663487195968628, Learning Rate: 0.000125
2022-06-11-20_52_13  Epoch: 31, Training Step: 1500, Loss: 0.8837978839874268, Learning Rate: 0.000125
2022-06-11-20_52_40  Epoch: 31, Training Step: 1600, Loss: 0.8655200600624084, Learning Rate: 0.000125
2022-06-11-20_53_07  Epoch: 31, Training Step: 1700, Loss: 0.9551008343696594, Learning Rate: 0.000125
2022-06-11-20_53_34  Epoch: 31, Training Step: 1800, Loss: 0.959174394607544, Learning Rate: 0.000125
2022-06-11-20_54_01  Epoch: 31, Training Step: 1900, Loss: 0.8662303686141968, Learning Rate: 0.000125
2022-06-11-20_54_29  Epoch: 31, Training Step: 2000, Loss: 0.865851640701294, Learning Rate: 0.000125
2022-06-11-20_54_56  Epoch: 31, Training Step: 2100, Loss: 1.0113861560821533, Learning Rate: 0.000125
2022-06-11-20_55_22  Epoch: 31, Training Step: 2200, Loss: 0.870966911315918, Learning Rate: 0.000125
2022-06-11-20_55_51  Epoch: 31, Training Step: 2300, Loss: 1.0039176940917969, Learning Rate: 0.000125
2022-06-11-20_56_18  Epoch: 31, Training Step: 2400, Loss: 0.9756741523742676, Learning Rate: 0.000125
2022-06-11-20_56_45  Epoch: 31, Training Step: 2500, Loss: 0.8822104930877686, Learning Rate: 0.000125
2022-06-11-20_57_11  Epoch: 31, Training Step: 2600, Loss: 0.9846557378768921, Learning Rate: 0.000125
2022-06-11-20_57_38  Epoch: 31, Training Step: 2700, Loss: 0.9295759797096252, Learning Rate: 0.000125
2022-06-11-20_58_05  Epoch: 31, Training Step: 2800, Loss: 0.8763608336448669, Learning Rate: 0.000125
2022-06-11-20_58_32  Epoch: 31, Training Step: 2900, Loss: 0.7893849015235901, Learning Rate: 0.000125
2022-06-11-20_58_59  Epoch: 31, Training Step: 3000, Loss: 0.7594848275184631, Learning Rate: 0.000125
2022-06-11-20_59_26  Epoch: 31, Training Step: 3100, Loss: 0.7425490021705627, Learning Rate: 0.000125
2022-06-11-20_59_53  Epoch: 31, Training Step: 3200, Loss: 0.8026797771453857, Learning Rate: 0.000125
2022-06-11-21_02_52  Epoch: 32, Training Step: 0, Loss: 1.0567169189453125, Learning Rate: 0.000125
2022-06-11-21_03_19  Epoch: 32, Training Step: 100, Loss: 0.7765622138977051, Learning Rate: 0.000125
2022-06-11-21_03_47  Epoch: 32, Training Step: 200, Loss: 0.9680785536766052, Learning Rate: 0.000125
2022-06-11-21_04_14  Epoch: 32, Training Step: 300, Loss: 0.901129961013794, Learning Rate: 0.000125
2022-06-11-21_04_41  Epoch: 32, Training Step: 400, Loss: 0.6803513765335083, Learning Rate: 0.000125
2022-06-11-21_05_08  Epoch: 32, Training Step: 500, Loss: 1.2019362449645996, Learning Rate: 0.000125
2022-06-11-21_05_36  Epoch: 32, Training Step: 600, Loss: 0.8146860003471375, Learning Rate: 0.000125
2022-06-11-21_06_03  Epoch: 32, Training Step: 700, Loss: 0.9640932679176331, Learning Rate: 0.000125
2022-06-11-21_06_30  Epoch: 32, Training Step: 800, Loss: 0.84153151512146, Learning Rate: 0.000125
2022-06-11-21_06_57  Epoch: 32, Training Step: 900, Loss: 0.9419435262680054, Learning Rate: 0.000125
2022-06-11-21_07_23  Epoch: 32, Training Step: 1000, Loss: 0.8326245546340942, Learning Rate: 0.000125
2022-06-11-21_07_50  Epoch: 32, Training Step: 1100, Loss: 0.9412356019020081, Learning Rate: 0.000125
2022-06-11-21_08_17  Epoch: 32, Training Step: 1200, Loss: 1.027252435684204, Learning Rate: 0.000125
2022-06-11-21_08_43  Epoch: 32, Training Step: 1300, Loss: 1.048658013343811, Learning Rate: 0.000125
2022-06-11-21_09_09  Epoch: 32, Training Step: 1400, Loss: 1.0982568264007568, Learning Rate: 0.000125
2022-06-11-21_09_36  Epoch: 32, Training Step: 1500, Loss: 0.8571915626525879, Learning Rate: 0.000125
2022-06-11-21_10_02  Epoch: 32, Training Step: 1600, Loss: 0.789006233215332, Learning Rate: 0.000125
2022-06-11-21_10_29  Epoch: 32, Training Step: 1700, Loss: 0.9781419038772583, Learning Rate: 0.000125
2022-06-11-21_10_56  Epoch: 32, Training Step: 1800, Loss: 0.9028483629226685, Learning Rate: 0.000125
2022-06-11-21_11_23  Epoch: 32, Training Step: 1900, Loss: 0.8870769739151001, Learning Rate: 0.000125
2022-06-11-21_11_50  Epoch: 32, Training Step: 2000, Loss: 0.7356525659561157, Learning Rate: 0.000125
2022-06-11-21_12_16  Epoch: 32, Training Step: 2100, Loss: 0.9570140242576599, Learning Rate: 0.000125
2022-06-11-21_12_43  Epoch: 32, Training Step: 2200, Loss: 0.9642022848129272, Learning Rate: 0.000125
2022-06-11-21_13_11  Epoch: 32, Training Step: 2300, Loss: 0.8552653193473816, Learning Rate: 0.000125
2022-06-11-21_13_37  Epoch: 32, Training Step: 2400, Loss: 0.8746115565299988, Learning Rate: 0.000125
2022-06-11-21_14_04  Epoch: 32, Training Step: 2500, Loss: 0.9202626943588257, Learning Rate: 0.000125
2022-06-11-21_14_31  Epoch: 32, Training Step: 2600, Loss: 0.8161144852638245, Learning Rate: 0.000125
2022-06-11-21_14_58  Epoch: 32, Training Step: 2700, Loss: 0.9317480325698853, Learning Rate: 0.000125
2022-06-11-21_15_25  Epoch: 32, Training Step: 2800, Loss: 0.9666707515716553, Learning Rate: 0.000125
2022-06-11-21_15_52  Epoch: 32, Training Step: 2900, Loss: 0.839634120464325, Learning Rate: 0.000125
2022-06-11-21_16_19  Epoch: 32, Training Step: 3000, Loss: 1.0066769123077393, Learning Rate: 0.000125
2022-06-11-21_16_46  Epoch: 32, Training Step: 3100, Loss: 0.7143929600715637, Learning Rate: 0.000125
2022-06-11-21_17_13  Epoch: 32, Training Step: 3200, Loss: 1.0750722885131836, Learning Rate: 0.000125
2022-06-11-21_20_11  Epoch: 33, Training Step: 0, Loss: 0.9217096567153931, Learning Rate: 0.000125
2022-06-11-21_20_38  Epoch: 33, Training Step: 100, Loss: 0.7764994502067566, Learning Rate: 0.000125
2022-06-11-21_21_06  Epoch: 33, Training Step: 200, Loss: 0.7223625183105469, Learning Rate: 0.000125
2022-06-11-21_21_33  Epoch: 33, Training Step: 300, Loss: 0.7839286923408508, Learning Rate: 0.000125
2022-06-11-21_21_59  Epoch: 33, Training Step: 400, Loss: 0.7128937244415283, Learning Rate: 0.000125
2022-06-11-21_22_27  Epoch: 33, Training Step: 500, Loss: 0.8991310596466064, Learning Rate: 0.000125
2022-06-11-21_22_54  Epoch: 33, Training Step: 600, Loss: 0.8737640380859375, Learning Rate: 0.000125
2022-06-11-21_23_21  Epoch: 33, Training Step: 700, Loss: 0.8669629096984863, Learning Rate: 0.000125
2022-06-11-21_23_48  Epoch: 33, Training Step: 800, Loss: 0.9320110082626343, Learning Rate: 0.000125
2022-06-11-21_24_15  Epoch: 33, Training Step: 900, Loss: 0.782880425453186, Learning Rate: 0.000125
2022-06-11-21_24_42  Epoch: 33, Training Step: 1000, Loss: 0.7826260328292847, Learning Rate: 0.000125
2022-06-11-21_25_09  Epoch: 33, Training Step: 1100, Loss: 1.1876660585403442, Learning Rate: 0.000125
2022-06-11-21_25_36  Epoch: 33, Training Step: 1200, Loss: 0.7689127326011658, Learning Rate: 0.000125
2022-06-11-21_26_03  Epoch: 33, Training Step: 1300, Loss: 1.1582324504852295, Learning Rate: 0.000125
2022-06-11-21_26_30  Epoch: 33, Training Step: 1400, Loss: 0.8925960063934326, Learning Rate: 0.000125
2022-06-11-21_26_57  Epoch: 33, Training Step: 1500, Loss: 0.9561735391616821, Learning Rate: 0.000125
2022-06-11-21_27_24  Epoch: 33, Training Step: 1600, Loss: 0.795418381690979, Learning Rate: 0.000125
2022-06-11-21_27_51  Epoch: 33, Training Step: 1700, Loss: 0.921633243560791, Learning Rate: 0.000125
2022-06-11-21_28_18  Epoch: 33, Training Step: 1800, Loss: 0.8230977654457092, Learning Rate: 0.000125
2022-06-11-21_28_45  Epoch: 33, Training Step: 1900, Loss: 0.8495578765869141, Learning Rate: 0.000125
2022-06-11-21_29_12  Epoch: 33, Training Step: 2000, Loss: 0.8032999634742737, Learning Rate: 0.000125
2022-06-11-21_29_39  Epoch: 33, Training Step: 2100, Loss: 0.9498187303543091, Learning Rate: 0.000125
2022-06-11-21_30_06  Epoch: 33, Training Step: 2200, Loss: 0.947039008140564, Learning Rate: 0.000125
2022-06-11-21_30_33  Epoch: 33, Training Step: 2300, Loss: 0.7854176759719849, Learning Rate: 0.000125
2022-06-11-21_30_59  Epoch: 33, Training Step: 2400, Loss: 0.8777375221252441, Learning Rate: 0.000125
2022-06-11-21_31_26  Epoch: 33, Training Step: 2500, Loss: 1.169827938079834, Learning Rate: 0.000125
2022-06-11-21_31_54  Epoch: 33, Training Step: 2600, Loss: 0.7648063898086548, Learning Rate: 0.000125
2022-06-11-21_32_20  Epoch: 33, Training Step: 2700, Loss: 1.1029071807861328, Learning Rate: 0.000125
2022-06-11-21_32_48  Epoch: 33, Training Step: 2800, Loss: 0.9589505791664124, Learning Rate: 0.000125
2022-06-11-21_33_15  Epoch: 33, Training Step: 2900, Loss: 0.8072681427001953, Learning Rate: 0.000125
2022-06-11-21_33_42  Epoch: 33, Training Step: 3000, Loss: 0.8190362453460693, Learning Rate: 0.000125
2022-06-11-21_34_09  Epoch: 33, Training Step: 3100, Loss: 1.1608936786651611, Learning Rate: 0.000125
2022-06-11-21_34_35  Epoch: 33, Training Step: 3200, Loss: 1.0138906240463257, Learning Rate: 0.000125
2022-06-11-21_37_35  Epoch: 34, Training Step: 0, Loss: 0.8742166757583618, Learning Rate: 0.000125
2022-06-11-21_38_02  Epoch: 34, Training Step: 100, Loss: 0.8559372425079346, Learning Rate: 0.000125
2022-06-11-21_38_29  Epoch: 34, Training Step: 200, Loss: 0.9229861497879028, Learning Rate: 0.000125
2022-06-11-21_38_56  Epoch: 34, Training Step: 300, Loss: 0.9942050576210022, Learning Rate: 0.000125
2022-06-11-21_39_23  Epoch: 34, Training Step: 400, Loss: 0.7535024881362915, Learning Rate: 0.000125
2022-06-11-21_39_50  Epoch: 34, Training Step: 500, Loss: 0.8562888503074646, Learning Rate: 0.000125
2022-06-11-21_40_18  Epoch: 34, Training Step: 600, Loss: 0.895297646522522, Learning Rate: 0.000125
2022-06-11-21_40_45  Epoch: 34, Training Step: 700, Loss: 1.2407305240631104, Learning Rate: 0.000125
2022-06-11-21_41_11  Epoch: 34, Training Step: 800, Loss: 0.8921023011207581, Learning Rate: 0.000125
2022-06-11-21_41_39  Epoch: 34, Training Step: 900, Loss: 1.0126984119415283, Learning Rate: 0.000125
2022-06-11-21_42_05  Epoch: 34, Training Step: 1000, Loss: 1.0054070949554443, Learning Rate: 0.000125
2022-06-11-21_42_33  Epoch: 34, Training Step: 1100, Loss: 1.0203053951263428, Learning Rate: 0.000125
2022-06-11-21_43_00  Epoch: 34, Training Step: 1200, Loss: 0.9398208260536194, Learning Rate: 0.000125
2022-06-11-21_43_26  Epoch: 34, Training Step: 1300, Loss: 0.9980794191360474, Learning Rate: 0.000125
2022-06-11-21_43_53  Epoch: 34, Training Step: 1400, Loss: 0.810594916343689, Learning Rate: 0.000125
2022-06-11-21_44_19  Epoch: 34, Training Step: 1500, Loss: 0.9826419949531555, Learning Rate: 0.000125
2022-06-11-21_44_47  Epoch: 34, Training Step: 1600, Loss: 1.008899450302124, Learning Rate: 0.000125
2022-06-11-21_45_14  Epoch: 34, Training Step: 1700, Loss: 0.798191249370575, Learning Rate: 0.000125
2022-06-11-21_45_41  Epoch: 34, Training Step: 1800, Loss: 0.8013134598731995, Learning Rate: 0.000125
2022-06-11-21_46_08  Epoch: 34, Training Step: 1900, Loss: 0.8877815008163452, Learning Rate: 0.000125
2022-06-11-21_46_35  Epoch: 34, Training Step: 2000, Loss: 0.9137178063392639, Learning Rate: 0.000125
2022-06-11-21_47_02  Epoch: 34, Training Step: 2100, Loss: 0.8266667723655701, Learning Rate: 0.000125
2022-06-11-21_47_29  Epoch: 34, Training Step: 2200, Loss: 0.8625988960266113, Learning Rate: 0.000125
2022-06-11-21_47_57  Epoch: 34, Training Step: 2300, Loss: 0.9369667768478394, Learning Rate: 0.000125
2022-06-11-21_48_23  Epoch: 34, Training Step: 2400, Loss: 0.9374396800994873, Learning Rate: 0.000125
2022-06-11-21_48_50  Epoch: 34, Training Step: 2500, Loss: 1.1073031425476074, Learning Rate: 0.000125
2022-06-11-21_49_18  Epoch: 34, Training Step: 2600, Loss: 0.8576316237449646, Learning Rate: 0.000125
2022-06-11-21_49_45  Epoch: 34, Training Step: 2700, Loss: 1.065764307975769, Learning Rate: 0.000125
2022-06-11-21_50_12  Epoch: 34, Training Step: 2800, Loss: 0.9020052552223206, Learning Rate: 0.000125
2022-06-11-21_50_39  Epoch: 34, Training Step: 2900, Loss: 1.1413675546646118, Learning Rate: 0.000125
2022-06-11-21_51_07  Epoch: 34, Training Step: 3000, Loss: 0.8835266828536987, Learning Rate: 0.000125
2022-06-11-21_51_34  Epoch: 34, Training Step: 3100, Loss: 0.9212762713432312, Learning Rate: 0.000125
2022-06-11-21_52_01  Epoch: 34, Training Step: 3200, Loss: 0.9093402624130249, Learning Rate: 0.000125
2022-06-11-21_55_01  Epoch: 35, Training Step: 0, Loss: 0.9266039133071899, Learning Rate: 0.000125
2022-06-11-21_55_28  Epoch: 35, Training Step: 100, Loss: 0.7611613273620605, Learning Rate: 0.000125
2022-06-11-21_55_55  Epoch: 35, Training Step: 200, Loss: 0.8540494441986084, Learning Rate: 0.000125
2022-06-11-21_56_21  Epoch: 35, Training Step: 300, Loss: 0.8190320134162903, Learning Rate: 0.000125
2022-06-11-21_56_48  Epoch: 35, Training Step: 400, Loss: 0.8187471032142639, Learning Rate: 0.000125
2022-06-11-21_57_15  Epoch: 35, Training Step: 500, Loss: 0.8733075857162476, Learning Rate: 0.000125
2022-06-11-21_57_43  Epoch: 35, Training Step: 600, Loss: 0.7691554427146912, Learning Rate: 0.000125
2022-06-11-21_58_09  Epoch: 35, Training Step: 700, Loss: 1.0024852752685547, Learning Rate: 0.000125
2022-06-11-21_58_36  Epoch: 35, Training Step: 800, Loss: 0.7880160808563232, Learning Rate: 0.000125
2022-06-11-21_59_03  Epoch: 35, Training Step: 900, Loss: 0.7879139184951782, Learning Rate: 0.000125
2022-06-11-21_59_30  Epoch: 35, Training Step: 1000, Loss: 0.9755235910415649, Learning Rate: 0.000125
2022-06-11-21_59_56  Epoch: 35, Training Step: 1100, Loss: 0.7573502063751221, Learning Rate: 0.000125
2022-06-11-22_00_23  Epoch: 35, Training Step: 1200, Loss: 0.8755667209625244, Learning Rate: 0.000125
2022-06-11-22_00_50  Epoch: 35, Training Step: 1300, Loss: 0.8011988997459412, Learning Rate: 0.000125
2022-06-11-22_01_18  Epoch: 35, Training Step: 1400, Loss: 0.8038996458053589, Learning Rate: 0.000125
2022-06-11-22_01_45  Epoch: 35, Training Step: 1500, Loss: 0.8210569024085999, Learning Rate: 0.000125
2022-06-11-22_02_12  Epoch: 35, Training Step: 1600, Loss: 0.8901757001876831, Learning Rate: 0.000125
2022-06-11-22_02_39  Epoch: 35, Training Step: 1700, Loss: 0.9830962419509888, Learning Rate: 0.000125
2022-06-11-22_03_06  Epoch: 35, Training Step: 1800, Loss: 0.8752402067184448, Learning Rate: 0.000125
2022-06-11-22_03_33  Epoch: 35, Training Step: 1900, Loss: 0.9402948617935181, Learning Rate: 0.000125
2022-06-11-22_04_00  Epoch: 35, Training Step: 2000, Loss: 0.8893231153488159, Learning Rate: 0.000125
2022-06-11-22_04_27  Epoch: 35, Training Step: 2100, Loss: 0.9492497444152832, Learning Rate: 0.000125
2022-06-11-22_04_54  Epoch: 35, Training Step: 2200, Loss: 0.7918190956115723, Learning Rate: 0.000125
2022-06-11-22_05_21  Epoch: 35, Training Step: 2300, Loss: 0.8403763175010681, Learning Rate: 0.000125
2022-06-11-22_05_48  Epoch: 35, Training Step: 2400, Loss: 0.8689536452293396, Learning Rate: 0.000125
2022-06-11-22_06_15  Epoch: 35, Training Step: 2500, Loss: 0.8162779808044434, Learning Rate: 0.000125
2022-06-11-22_06_42  Epoch: 35, Training Step: 2600, Loss: 1.2257184982299805, Learning Rate: 0.000125
2022-06-11-22_07_09  Epoch: 35, Training Step: 2700, Loss: 0.7750494480133057, Learning Rate: 0.000125
2022-06-11-22_07_36  Epoch: 35, Training Step: 2800, Loss: 0.938485860824585, Learning Rate: 0.000125
2022-06-11-22_08_04  Epoch: 35, Training Step: 2900, Loss: 1.0027897357940674, Learning Rate: 0.000125
2022-06-11-22_08_31  Epoch: 35, Training Step: 3000, Loss: 0.8930666446685791, Learning Rate: 0.000125
2022-06-11-22_08_58  Epoch: 35, Training Step: 3100, Loss: 0.7679070234298706, Learning Rate: 0.000125
2022-06-11-22_09_26  Epoch: 35, Training Step: 3200, Loss: 1.090556263923645, Learning Rate: 0.000125
2022-06-11-22_12_29  Epoch: 36, Training Step: 0, Loss: 0.8635035753250122, Learning Rate: 0.000125
2022-06-11-22_12_57  Epoch: 36, Training Step: 100, Loss: 0.7972176671028137, Learning Rate: 0.000125
2022-06-11-22_13_24  Epoch: 36, Training Step: 200, Loss: 0.9521808624267578, Learning Rate: 0.000125
2022-06-11-22_13_50  Epoch: 36, Training Step: 300, Loss: 0.7666101455688477, Learning Rate: 0.000125
2022-06-11-22_14_17  Epoch: 36, Training Step: 400, Loss: 0.9357000589370728, Learning Rate: 0.000125
2022-06-11-22_14_44  Epoch: 36, Training Step: 500, Loss: 0.6597259044647217, Learning Rate: 0.000125
2022-06-11-22_15_11  Epoch: 36, Training Step: 600, Loss: 0.9504345655441284, Learning Rate: 0.000125
2022-06-11-22_15_38  Epoch: 36, Training Step: 700, Loss: 0.7284978628158569, Learning Rate: 0.000125
2022-06-11-22_16_06  Epoch: 36, Training Step: 800, Loss: 0.9066827297210693, Learning Rate: 0.000125
2022-06-11-22_16_33  Epoch: 36, Training Step: 900, Loss: 0.806980311870575, Learning Rate: 0.000125
2022-06-11-22_17_00  Epoch: 36, Training Step: 1000, Loss: 0.831842839717865, Learning Rate: 0.000125
2022-06-11-22_17_27  Epoch: 36, Training Step: 1100, Loss: 0.8044476509094238, Learning Rate: 0.000125
2022-06-11-22_17_53  Epoch: 36, Training Step: 1200, Loss: 1.0321452617645264, Learning Rate: 0.000125
2022-06-11-22_18_20  Epoch: 36, Training Step: 1300, Loss: 1.2357053756713867, Learning Rate: 0.000125
2022-06-11-22_18_48  Epoch: 36, Training Step: 1400, Loss: 0.7845997214317322, Learning Rate: 0.000125
2022-06-11-22_19_15  Epoch: 36, Training Step: 1500, Loss: 0.8866742849349976, Learning Rate: 0.000125
2022-06-11-22_19_42  Epoch: 36, Training Step: 1600, Loss: 1.0508657693862915, Learning Rate: 0.000125
2022-06-11-22_20_09  Epoch: 36, Training Step: 1700, Loss: 0.7817529439926147, Learning Rate: 0.000125
2022-06-11-22_20_37  Epoch: 36, Training Step: 1800, Loss: 0.8099085092544556, Learning Rate: 0.000125
2022-06-11-22_21_04  Epoch: 36, Training Step: 1900, Loss: 0.9012621641159058, Learning Rate: 0.000125
2022-06-11-22_21_31  Epoch: 36, Training Step: 2000, Loss: 0.9564832448959351, Learning Rate: 0.000125
2022-06-11-22_21_58  Epoch: 36, Training Step: 2100, Loss: 1.0169185400009155, Learning Rate: 0.000125
2022-06-11-22_22_25  Epoch: 36, Training Step: 2200, Loss: 0.9624894261360168, Learning Rate: 0.000125
2022-06-11-22_22_52  Epoch: 36, Training Step: 2300, Loss: 0.7668477892875671, Learning Rate: 0.000125
2022-06-11-22_23_19  Epoch: 36, Training Step: 2400, Loss: 0.9515031576156616, Learning Rate: 0.000125
2022-06-11-22_23_47  Epoch: 36, Training Step: 2500, Loss: 0.9279842972755432, Learning Rate: 0.000125
2022-06-11-22_24_14  Epoch: 36, Training Step: 2600, Loss: 0.9161689281463623, Learning Rate: 0.000125
2022-06-11-22_24_41  Epoch: 36, Training Step: 2700, Loss: 0.7072797417640686, Learning Rate: 0.000125
2022-06-11-22_25_08  Epoch: 36, Training Step: 2800, Loss: 0.8082160949707031, Learning Rate: 0.000125
2022-06-11-22_25_35  Epoch: 36, Training Step: 2900, Loss: 1.0089563131332397, Learning Rate: 0.000125
2022-06-11-22_26_02  Epoch: 36, Training Step: 3000, Loss: 0.8821069002151489, Learning Rate: 0.000125
2022-06-11-22_26_29  Epoch: 36, Training Step: 3100, Loss: 0.9306237697601318, Learning Rate: 0.000125
2022-06-11-22_26_57  Epoch: 36, Training Step: 3200, Loss: 0.7823744416236877, Learning Rate: 0.000125
2022-06-11-22_29_59  Epoch: 37, Training Step: 0, Loss: 0.9370913505554199, Learning Rate: 0.000125
2022-06-11-22_30_26  Epoch: 37, Training Step: 100, Loss: 0.8236967921257019, Learning Rate: 0.000125
2022-06-11-22_30_53  Epoch: 37, Training Step: 200, Loss: 0.9171831607818604, Learning Rate: 0.000125
2022-06-11-22_31_20  Epoch: 37, Training Step: 300, Loss: 1.2841242551803589, Learning Rate: 0.000125
2022-06-11-22_31_48  Epoch: 37, Training Step: 400, Loss: 0.767849326133728, Learning Rate: 0.000125
2022-06-11-22_32_15  Epoch: 37, Training Step: 500, Loss: 0.9680030345916748, Learning Rate: 0.000125
2022-06-11-22_32_42  Epoch: 37, Training Step: 600, Loss: 0.8640519976615906, Learning Rate: 0.000125
2022-06-11-22_33_09  Epoch: 37, Training Step: 700, Loss: 0.9105665683746338, Learning Rate: 0.000125
2022-06-11-22_33_35  Epoch: 37, Training Step: 800, Loss: 0.9051740169525146, Learning Rate: 0.000125
2022-06-11-22_34_02  Epoch: 37, Training Step: 900, Loss: 0.9173147678375244, Learning Rate: 0.000125
2022-06-11-22_34_28  Epoch: 37, Training Step: 1000, Loss: 1.000838279724121, Learning Rate: 0.000125
2022-06-11-22_34_55  Epoch: 37, Training Step: 1100, Loss: 0.9594334363937378, Learning Rate: 0.000125
2022-06-11-22_35_22  Epoch: 37, Training Step: 1200, Loss: 0.7478601336479187, Learning Rate: 0.000125
2022-06-11-22_35_49  Epoch: 37, Training Step: 1300, Loss: 0.6906942129135132, Learning Rate: 0.000125
2022-06-11-22_36_16  Epoch: 37, Training Step: 1400, Loss: 0.8830128312110901, Learning Rate: 0.000125
2022-06-11-22_36_44  Epoch: 37, Training Step: 1500, Loss: 0.8150452971458435, Learning Rate: 0.000125
2022-06-11-22_37_11  Epoch: 37, Training Step: 1600, Loss: 0.946479856967926, Learning Rate: 0.000125
2022-06-11-22_37_38  Epoch: 37, Training Step: 1700, Loss: 1.0468536615371704, Learning Rate: 0.000125
2022-06-11-22_38_05  Epoch: 37, Training Step: 1800, Loss: 0.8442329168319702, Learning Rate: 0.000125
2022-06-11-22_38_32  Epoch: 37, Training Step: 1900, Loss: 0.9437978863716125, Learning Rate: 0.000125
2022-06-11-22_39_00  Epoch: 37, Training Step: 2000, Loss: 0.8460584878921509, Learning Rate: 0.000125
2022-06-11-22_39_27  Epoch: 37, Training Step: 2100, Loss: 1.0560450553894043, Learning Rate: 0.000125
2022-06-11-22_39_54  Epoch: 37, Training Step: 2200, Loss: 0.767163097858429, Learning Rate: 0.000125
2022-06-11-22_40_21  Epoch: 37, Training Step: 2300, Loss: 0.8315833806991577, Learning Rate: 0.000125
2022-06-11-22_40_48  Epoch: 37, Training Step: 2400, Loss: 0.8664864301681519, Learning Rate: 0.000125
2022-06-11-22_41_14  Epoch: 37, Training Step: 2500, Loss: 0.9311069250106812, Learning Rate: 0.000125
2022-06-11-22_41_41  Epoch: 37, Training Step: 2600, Loss: 1.036820411682129, Learning Rate: 0.000125
2022-06-11-22_42_08  Epoch: 37, Training Step: 2700, Loss: 0.8092399835586548, Learning Rate: 0.000125
2022-06-11-22_42_35  Epoch: 37, Training Step: 2800, Loss: 0.7893586754798889, Learning Rate: 0.000125
2022-06-11-22_43_02  Epoch: 37, Training Step: 2900, Loss: 0.8408689498901367, Learning Rate: 0.000125
2022-06-11-22_43_30  Epoch: 37, Training Step: 3000, Loss: 0.6862204670906067, Learning Rate: 0.000125
2022-06-11-22_43_57  Epoch: 37, Training Step: 3100, Loss: 0.8559917211532593, Learning Rate: 0.000125
2022-06-11-22_44_24  Epoch: 37, Training Step: 3200, Loss: 1.0860543251037598, Learning Rate: 0.000125
2022-06-11-22_47_23  Epoch: 38, Training Step: 0, Loss: 0.8913089036941528, Learning Rate: 0.000125
2022-06-11-22_47_50  Epoch: 38, Training Step: 100, Loss: 0.8352278470993042, Learning Rate: 0.000125
2022-06-11-22_48_17  Epoch: 38, Training Step: 200, Loss: 1.1629420518875122, Learning Rate: 0.000125
